CVR;Regnskabsår;Påtale (y/n);Antal påtaler;Kontrolår;Revisionsvirksomhed;CVR_Rev_VK;MNE 1
32143121;2013;0;0;2014;JOHN SCHANTZ, REGISTRERET REVISIONSAKTIESELSKAB;28312393;mne16526
32145493;2011/12;0;0;2014;MENTOR, REGISTRERET REVISIONSANPARTSSELSKAB;28136196;mne10825
32150489;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne33234
32157823;2014;0;0;2015;Frank Bergmann Hansen;F1773;mne9385
32158153;2013;0;0;2014;LUND & Tjørring CHRISTIANSEN I/S (tidl. Lund & Christiansen);10623685;mne1277
32159834;2013;1;2;2014;JØRGEN LARSEN I/S;14678085;mne18049
32161723;2012/13;0;0;2014;HØFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER;76637415;mne34373
32190766;2013;0;0;2014;DANSK REVISION KALUNDBORG, GODKENDT REVISIONSAKTIESELSKAB;65766116;mne685
30202570;2012/13;0;0;2014;ROESGAARD & PARTNERS STATSAUTORISERET REVISIONSAKTIESELSKAB;25802063;mne28681
32260691;2013;1;1;2014;ROBERT SØE-JENSEN;12006888;mne10946
32264328;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne21405
32266584;2013/14;0;0;2014;Jørgen Larsen Registreret revisor;54471556;mne18049
32268684;2013;1;1;2014;Torben Langebæk;19697274;mne791
32270530;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne16611
32270832;2012/13;0;0;2014;JOOST & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;63778710;mne29388
32274498;2014;0;0;2015;Skoda & Partnere;15806206;mne15682
32277896;2013;0;0;2014;DANREVI SØNDERSØ, GODKENDT REVISIONSAKTIESELSKAB;21576603;mne15927
32280242;2013/14;0;0;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne3626
32280579;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne24826
32282326;2013;0;0;2014;REVISIONRY GODKENDT REVISIONSAKTIESELSKAB;26267439;mne2896
32283047;2013;0;0;2014;PEDER HOLT REGISTRERET REVISIONSANPARTSSELSKAB;21872741;mne34518
32283233;2012/13;0;0;2014;JOHN SCHANTZ, REGISTRERET REVISIONSAKTIESELSKAB;28312393;mne16526
32284329;2013;1;1;2014;HENNING STUDSGAARD REVISION REGISTRERET REVISIONSAKTIESELSKAB;25121260;mne15536
32289207;2013;0;0;2014;TOMMY JENSEN GODKENDT REVISIONSANPARTSSELSKAB;20082097;mne2861
32293042;2013/14;0;0;2014;Axel Gram I/S;16645699;mne859
32293298;2013;1;11;2014;PROFIL REVISION A/S;59051318;mne749
32295304;2013;0;0;2014;C&J REVISION REGISTRERET REVISIONSANPARTSSELSKAB;26326931;mne551
32296602;2012/13;0;0;2014;Vedbæk Revision v/Lillian Hauermann Lindgreen;14262172;mne6735
32300537;2014/15;0;0;2015;ANDERSEN & VILLEMANN ØST STATSAUTORISERET REVISIONSPARTNERSELSKAB;33948794;mne34151
32305741;2013;1;1;2014;Landbo Limfjord;26243076;mne17038
32318851;2013;0;0;2015;ROBÆK GODKENDT REVISIONSAKTIESELSKAB;33946406;mne33766
32318916;2013;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne34289
32320988;2014;0;0;2015;Krøyer Pedersen Statsautoriserede Revisorer I/S;89224918;mne32787
32323227;2013;0;0;2014;REVIPLAN A/S;37670219;mne10024
32340571;2013/14;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne8996
32342396;2013/14;1;1;2015;R Wiborg Jensen;10910749;mne9994
32342426;2014;0;0;2015;VISTISEN & LUNDE STATSAUTORISERET REVISIONSPARTNERSELSKAB;35658432;mne32231
32346103;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne27849
32358365;2012/13;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne21382
32358659;2012/13;1;1;2014;FLEMMING JUHL NIELSEN;14135308;mne888
32360297;2013;0;0;2014;KLOSTER REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30926536;mne8329
32362176;2013/14;0;0;2014;Mer Revision A/S;32344720;mne560
32365116;2014;0;0;2016;GRONEMANN'S REGISTRERET REVISIONSANPARTSSELSKAB;32563627;mne17911
32418821;2013;0;0;2014;A4 REVISION ApS;29205043;mne6204
32437990;2014;0;0;2015;BAAGØE SCHOU STATSAUTORISERET REVISIONSAKTIESELSKAB;21148148;mne21443
32439101;2013;0;0;2014;KPM revision, Statsautoriseret revisor;25874927;mne34580
32440355;2014;0;0;2015;Krøyer Pedersen Statsautoriserede Revisorer I/S;89224918;mne32792
32441890;2014;0;0;2015;Erhvervs Consult Revision & Rådgivning v/Tonny Skov Pedersen;27394027;mne2108
32447392;2012/13;1;2;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne27703
32451292;2014;0;0;2015;Bjarne Degerth;92943453;mne17058
32552250;2014;0;0;2015;NORDLAND REVISION-NORDLAND REGISTREREDE REVISORER ApS;25518942;mne12245
32557791;2013;0;0;2014;C&J REVISION REGISTRERET REVISIONSANPARTSSELSKAB;26326931;mne551
32563546;2014/15;1;2;2015;3H Revision, Statsautoriseret revisor;98088857;mne6428
32568432;2013;0;0;2014;JWS REVISION GODKENDT REVISIONSAKTIESELSKAB;27015476;mne2103
32568599;2013/14;0;0;2014;REVISOR-TEAM REGISTRERET REVISIONSPARTNERSELSKAB;35519432;mne1278
32570321;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne9937
32570739;2013;1;10;2014;Secher v/Peter Secher;26361907;mne1309
32595561;2013;1;8;2014;REVISIONSKONTORET I VIDEBÆK A/S;33750889;mne1831
32621392;2013;1;2;2014;F. Bøgh Jørgensen Registrerede Revisorer ApS;19569446;mne15276
32624588;2014;0;0;2015;ADVISOR-REVISION STATSAUTORISERET REVISIONSANPARTSSELSKAB;34213798;mne10047
32646336;2013/14;0;0;2016;REVISORHUSET HINNERUP ApS;35679154;mne34464
32647723;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne26745
32651453;2013;0;0;2014;JL REVISION V/JES LARSEN;11286380;mne17156
32655815;2013;1;9;2014;Aime Perret-Gentil ApS;15881240;mne3306
32657044;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne30178
32663885;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne10534
32673287;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne23256
32673848;2014;1;1;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne33683
32675611;2014;0;0;2015;AUGUSTA REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB;36445386;mne35405
32700330;2013/14;0;0;2014;IB ROHDE, REGISTRERET REVISIONSVIRKSOMHED;30905652;mne1246
21408271;2013;0;0;2014;REVISIONSHUSET I HOLBÆK ApS;87948412;mne395
32761305;2014;0;0;2015;OLE VESTERGAARD, STATSAUTORISERET REVISIONSAKTIESELSKAB;31501741;mne27785
32765440;2012/13;1;1;2014;Michael Kappelhøj Registreret Revisor;18485907;mne8405
32767648;2014;0;0;2015;JESS KIRCH ANDERSEN;18288389;mne15275
32771386;2014;0;0;2015;BGR (tidl. BGR Revision statsautoriseret revisionsvirksomhed v/Boye G. Rynord);20554401;mne26720
32775845;2013;0;0;2015;NORDLAND REVISION-NORDLAND REGISTREREDE REVISORER ApS;25518942;mne5673
32783007;2012/13;1;4;2014;VENDELBO STATSAUTORISERET REVISIONSANPARTSSELSKAB;10110807;mne8900
32800319;2014;0;0;2015;NØRGAARD REVISION REGISTREREDE REVISORER ApS;31131928;mne982
32818730;2013;0;0;2014;JL REVISION V/JES LARSEN;11286380;mne12790
32827934;2012/13;0;0;2015;Døssing & Partnere Revisionsinteressentskab;54879911;mne34524
32833993;2012;0;0;2014;HAAMANN A/S, STATSAUTORISEREDE REVISORER;24256995;mne3749
32835821;2013;1;1;2014;Vedbæk Revision v/Lillian Hauermann Lindgreen;14262172;mne6735
32839894;2013;0;0;2014;DANSK REVISION HOLBÆK REGISTRERET REVISIONSPARTNERSELSKAB;28853343;mne11292
32840280;2014;1;4;2015;LOU REVISION REGISTRERET REVISIONSAKTIESELSKAB;31579309;mne3763
32878814;2014;1;1;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne7952
32881548;2012/13;1;6;2014;MOGENS DREJER;79327611;mne2622
32883273;2013/14;0;0;2014;NÆRREVISION A/S;17524305;mne16682
32886310;2013/14;0;0;2015;V & CO STATSAUTORISERET REVISIONSANPARTSSELSKAB;34622310;mne31478
32887953;2014;0;0;2015;KVALITETSREVISION GODKENDT REVISIONSPARTNERSELSKAB;36480254;mne34329
32888356;2012;1;6;2014;CENTRUMREVISION ApS;10580609;mne2399
32779344;2011/12;0;0;2014;Trekroner Revision A/S;28991355;mne3105
32889786;2013;0;0;2014;KLOSTER REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30926536;mne8329
32891845;2014;0;0;2015;LUNI REVISION I/S;17811371;mne7492
32892094;2014;0;0;2015;LUNI REVISION I/S;17811371;mne7492
32897681;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne26802
32918158;2013;0;0;2014;KRH V/KELD HANSEN;10854172;mne503
32931820;2015;0;0;2016;AB-REVISION REGISTRERET REVISIONSANPARTSSELSKAB;26624479;mne2691
32939325;2014;0;0;2015;ANDERSEN & VILLEMANN MIDT STATSAUTORISERET REVISIONSPARTNERSELSKAB;32326706;mne32181
32940617;2014;0;0;2015;Sønderjysk Landboforening;47437113;mne11215
32942571;2014/15;0;0;2015;SKATTEINFORM STATSAUTORISERET REVISIONSPARTNERSELSKAB;35394206;mne9880
32943896;2014;0;0;2015;T. RASMUSSEN REVISION STATSAUTORISERET REVISIONSANPARTSSELSKAB;32942490;mne10032
32944930;2014;0;0;2015;Krøyer Pedersen Statsautoriserede Revisorer I/S;89224918;mne29385
32949851;2011/12;0;0;2014;HENNING STUDSGAARD REVISION REGISTRERET REVISIONSAKTIESELSKAB;25121260;mne1495
32964885;2014;0;0;2015;Alliance Rev. v/Reg. rev. B. Bagh;15095253;mne2369
33032900;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne27705
33035462;2014;0;0;2015;FREJ REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;34351961;mne8902
33038224;2013/14;0;0;2015;JL REVISORER REGISTRERET REVISIONSANPARTSSELSKAB;31332699;mne10770
33041977;2015;0;0;2016;GRONEMANN'S REGISTRERET REVISIONSANPARTSSELSKAB;32563627;mne17911
33042094;2013;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne26783
33043376;2014;0;0;2015;JAN KRISTENSEN, REGISTRERET REVISIONSANPARTSSELSKAB;35383646;mne8461
33046472;2014;0;0;2015;DR REVISION GODKENDT REVISIONSANPARTSSELSKAB;36479760;mne34156
33047150;2012;1;5;2014;AB REVISION. HEDENSTED ApS ;14767134;mne1190
33048254;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne18185
33048610;2012;0;0;2014;INTENSION REGISTRERET REVISIONSAKTIESELSKAB;26632315;mne10833
33048882;2012/13;0;0;2014;NOE & KIRKEGAARD, REGISTREREDE REVISORER A/S;15050586;mne7190
33049404;2014;0;0;2015;LOU REVISION REGISTRERET REVISIONSAKTIESELSKAB;31579309;mne29482
33051166;2014;0;0;2015;LandboNord;25049608;mne8315
33052529;2013;1;1;2015;ARIES (tidl. AGENDA REVISION GODKENDT REVISIONSAKTIESELSKAB);26454123;mne29384
33061072;2013;0;0;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne28708
33061420;2014;0;0;2015;REVISORERNE SKANDERBORG STATSAUTORISERET REVISIONSANPARTSSELSKAB;12549679;mne3602
33063954;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne18185
33067607;2014;0;0;2015;Erhvervs Consult Revision & Rådgivning v/Tonny Skov Pedersen;27394027;mne2108
33069286;2013;1;5;2014;REVISIONSKONTORET I VIDEBÆK A/S;33750889;mne33679
33072090;2012;0;0;2015;Døssing & Partnere Revisionsinteressentskab;54879911;mne7588
33074611;2012/13;0;0;2014;Revisionskontoret Iversen/ Hedegaard;10019699;mne545
33074611;2013/14;0;0;2015;OLE VESTERGAARD, STATSAUTORISERET REVISIONSAKTIESELSKAB;31501741;mne30213
33078943;2012/13;0;0;2014;Bæk Revision;16557390;mne16828
33083343;2014;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne3290
33101481;2014;0;0;2015;KOVSTED & SKOVGÅRD, REVISION & RÅDGIVNING, STATSAUTORISERET REVISIONSAKTIESELSKAB;31262089;mne35437
33145136;2012/13;0;0;2014;C&J REVISION REGISTRERET REVISIONSANPARTSSELSKAB;26326931;mne551
33145322;2012/13;1;5;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne24808
33155174;2013;0;0;2014;REVISIONSCENTRET HADERSLEV, REGISTREREDE REVISORER A/S;13976295;mne12488
33155743;2013;0;0;2014;LP Revision & Rådgivning (tidl. LEON PINHOLT);16368342;mne10726
33163134;2012;0;0;2014;I.H.Revision v/ Hanne Henningsen;19617203;mne12580
33163320;2014/15;0;0;2016;Revision & Råd Statsautoriseret Revisionsaktieselskab;36923318;mne5260
33167288;2014;0;0;2015;Bent Jørgensen Statsautoriseret revisionsvirksomhed;57652551;mne8304
33167342;2012;1;1;2014;BHS REVISION V/BJARNE HØI SØRENSEN;15772573;mne1520
33251394;2013;0;0;2014;bp-revision v/Bent Pedersen;15735376;mne29436
33254946;2014;1;2;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne10030
33260636;2015;0;0;2016;TORSTEN RASMUSSEN GODKENDT REVISIONSANPARTSSELSKAB;34901295;mne7610
33265859;2015;0;0;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne34532
33266448;2013;0;0;2014;SØBY REVISORER A/S STATSAUTORISEREDE REVISORER;19125742;mne31463
33284713;2014;0;0;2015;NØRGAARD REVISION REGISTREREDE REVISORER ApS;31131928;mne983
33353693;2013;1;3;2014;NÆRREVISION A/S;17524305;mne33799
33357087;2013;1;2;2015;KOVSTED & SKOVGÅRD, REVISION & RÅDGIVNING, STATSAUTORISERET REVISIONSAKTIESELSKAB;31262089;mne33710
33357710;2013/14;0;0;2014;REHVIDSION STATSAUTORISERET REVISIONSANPARTSSELSKAB;82958118;mne3677
33360827;2014;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne9954
33375018;2014;0;0;2015;ULLITS & WINTHER STATSAUTORISERET REVISIONSPARTNERSELSKAB;32093272;mne30145
33381549;2013/14;0;0;2015;Talkompagniet Statsautoriseret revisionsvirksomhed;33534841;mne33854
33382529;2014/15;0;0;2015;Broernes Revision, Reg Revisorer V/Morten Rosenqvist;14310533;mne8108
33391234;2014;0;0;2015;Verifica Statsautoriseret Revisionsvirksomhed;33684096;mne30195
33394187;2014;0;0;2015;ULLITS & WINTHER STATSAUTORISERET REVISIONSPARTNERSELSKAB;32093272;mne27708
33395000;2013;1;6;2014;NIELS OLE ELLEGAARD. STATSAUTORISEREDE REVISORER ApS;15199989;mne9244
33499884;2013;0;0;2014;Valsgård Revision v/Jette Lund;27106595;mne10962
33503164;2013/14;0;0;2015;THORVALD REIN STATSAUTORISERET REVISIONSAKTIESELSKAB;79355313;mne9567
33503946;2014;0;0;2015;MBP ApS, REGISTRERET REVISOR;31167140;mne17457
33504616;2012/13;0;0;2014;DANSK REVISION KALUNDBORG, GODKENDT REVISIONSAKTIESELSKAB;65766116;mne685
33506104;2011/12;1;1;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne10886
33509421;2013;1;8;2014;BORREGAARD & MAAGAARD;18018594;mne266
33509537;2013;0;0;2014;BORREGAARD & MAAGAARD;18018594;mne266
33511736;2015;0;0;2016;AB-REVISION REGISTRERET REVISIONSANPARTSSELSKAB;26624479;mne2691
33573251;2013;1;2;2014;JAN ANDERSEN;77966668;mne2317
33574975;2013;0;0;2014;Greve Strands Revision v/Reg.revisor Frank Eliasson;52992753;mne2645
33585918;2014;0;0;2015;FN Revision;29747792;mne33781
33587392;2011/12;0;0;2014;M.G. REVISION ApS;29529507;mne12365
33591349;2012;1;9;2014;Revsbæk Revision;17169483;mne12470
33593163;2014/15;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne33748
33594445;2013/14;0;0;2015;Erik Andersen;15534397;mne18346
33594526;2013;1;1;2014;KRH V/KELD HANSEN;10854172;mne503
33595816;2014;0;0;2015;DLBR REVISION, GODKENDT REVISIONSANPARTSSELSKAB;32451195;mne33755
33597967;2013;0;0;2014;REVISION 2 A/S;16968137;mne18011
33643330;2013/14;0;0;2014;MEISNER REVISION REGISTRERET REVISIONSANPARTSSELSKAB;25878515;mne6197
33646070;2012/13;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne27739
33697627;2013;0;0;2014;SØBY REVISORER A/S STATSAUTORISEREDE REVISORER;19125742;mne32904
33730993;2013;0;0;2014;Greve Strands Revision v/Reg.revisor Frank Eliasson;52992753;mne2645
33744919;2014;0;0;2015;PIASTER REVISORERNE, STATSAUTORISERET REVISIONSAKTIESELSKAB;25160037;mne6302
33745257;2014;1;4;2015;TK REVISION GODKENDT REVISIONSANPARTSSELSKAB;30201795;mne7587
33746660;2013;0;0;2014;MENTOR, REGISTRERET REVISIONSANPARTSSELSKAB;28136196;mne10825
33749007;2013;0;0;2014;DANSK REVISION ÅRHUS, REGISTRERET REVISIONSAKTIESELSKAB;26717671;mne29387
33753225;2012/13;0;0;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne938
33758375;2014/15;0;0;2015;AC REVISION - REGISTRERET REVISIONSANPARTSSELSKAB;35050469;mne18323
33759622;2014;0;0;2015;LIDEGAARD REVISION & RÅDGIVNING REGISTRERET REVISIONSANPARTSSELSKAB;27096174;mne10887
33761295;2012/13;1;2;2014;GLB REVISION, STATSAUTORISEREDE REVISORER A/S;30821963;mne32726
33763883;2012;1;7;2014;PROFIL REVISION A/S;59051318;mne749
33764138;2013/14;0;0;2015;REVISIONSKONTORET FREDERICIA-VEJLEREGISTRERET REVISIONSANPARTSSELSKAB;32348831;mne34083
33765576;2013/14;0;0;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne18599
33766386;2014;0;0;2015;KIM JACOBSEN ApS;36065346;mne5627
33766920;2013/14;1;4;2014;ND Revision Randers registreret revisionsinteressentskab;28258046;mne7382
33768095;2014;0;0;2015;JAN KRISTENSEN, REGISTRERET REVISIONSANPARTSSELSKAB;35383646;mne8461
33167741;2013/14;0;0;2014;HENRIK HANSEN REVISION ApS;10054192;mne434
33772122;2012/13;0;0;2014;PEDER HOLT REGISTRERET REVISIONSANPARTSSELSKAB;21872741;mne27751
33777124;2014;0;0;2015;NORDLAND REVISION-NORDLAND REGISTREREDE REVISORER ApS;25518942;mne17896
33779739;2012/13;0;0;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne17802
33786131;2013;1;1;2014;Revsbæk Revision;17169483;mne12470
33794169;2013;0;0;2014;REVISORSAMARBEJDET REVISAM, REGISTRERET REVISIONSANPARTSSELSKAB;25901266;mne266
33856784;2013;0;0;2014;TØNDER REVISION, REGISTRERET REVISIONSAKTIESELSKAB;29142807;mne8329
33858744;2013;0;0;2014;CHRISTIAN DANIELSEN. REGISTRERET REVISIONSANPARTSSELSKAB;16953199;mne2602
33865678;2011/12;1;2;2014;Buller Tex Flemming Olsen registreret Revisions s.m.b.a.;32560164;mne4280
33867174;2013;0;0;2014;PKF MUNKEBO VINDELEV, STATSAUTORISERET REVISIONSAKTIESELSKAB;14119299;mne34335
33869185;2014;0;0;2015;Plenge Revision;35944885;mne35446
33872364;2013;1;1;2014;Landbo Limfjord;26243076;mne2389
33874898;2014;0;0;2015;J.K. - REVISION V/JOHN KOFOED;46677714;mne8457
33877218;2013;1;2;2014;SØREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB;10741092;mne276
33877390;2014;0;0;2015;NØRGAARD REVISION REGISTREREDE REVISORER ApS;31131928;mne983
33880480;2013;0;0;2014;Valsgård Revision v/Jette Lund;27106595;mne10962
33948123;2013;1;1;2014;SØBY REVISORER A/S STATSAUTORISEREDE REVISORER;19125742;mne32904
33948433;2014;0;0;2015;ULLITS & WINTHER STATSAUTORISERET REVISIONSPARTNERSELSKAB;32093272;mne9098
33951396;2011/12;0;0;2014;DANSK REVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;29919801;mne31443
33957122;2013/14;0;0;2015;PART NORD REVISION ApS;17178687;mne7005
33957378;2014;0;0;2015;LMO I/S;30869052;mne33275
33964064;2014;0;0;2015;REVISIONSKONTORET FREDERICIA-VEJLEREGISTRERET REVISIONSANPARTSSELSKAB;32348831;mne3775
33965400;2014;0;0;2015;Revisionplus v/Gert Skjønnemand;73881412;mne3464
34042470;2014;0;0;2015;Plenge Revision;35944885;mne35446
34048665;2014;0;0;2015;REVI-MIDT GODKENDT REVISIONSPARTNERSELSKAB;34480370;mne26645
34056196;2013;1;3;2014;MOORE STEPHENS DANMARK. STATSAUTORISERET REVISIONSAKTIESELSKAB;13864578;mne31474
34057907;2013;0;0;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne11737
34059616;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne11022
34072787;2013;0;0;2014;REVISIONSCENTRET I PADBORG ApS;25859766;mne1516
34076510;2014/15;1;2;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne4404
34077401;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne21318
34080682;2014;1;4;2015;CARSTEN C. HOFF REVISION ApS REGISTREREDE REVISORER;36465484;mne8364
34082642;2014;0;0;2015;P.B. MATTHIESEN ApS;70697319;mne3109
34087652;2014;0;0;2015;LandboNord;25049608;mne8315
34087873;2013;1;1;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne27773
34089124;2014;0;0;2015;JL REVISORER REGISTRERET REVISIONSANPARTSSELSKAB;31332699;mne15648
34105200;2013;1;2;2014;BHS REVISION V/BJARNE HØI SØRENSEN;15772573;mne1520
34201501;2012/13;0;0;2014;JOHN SCHANTZ, REGISTRERET REVISIONSAKTIESELSKAB;28312393;mne1236
34202206;2013;0;0;2014;OBSEN & NIELSEN A/S;26399610;mne995
34203083;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne6161
34203709;2013;1;9;2014;POUL E SUNDSTRUP;72528417;mne9790
34204047;2013/14;1;1;2014;SLEIMANN ApS;87585018;mne1127
34204438;2014/15;0;0;2016;City Revision A/S;37048755;mne11354
34204659;2013/14;0;0;2014;SLEIMANN ApS;87585018;mne1127
34205353;2012/13;0;0;2014;REVISIONSKONTORET VEST, REGISTRERET REVISIONSAKTIESELSKAB;28312679;mne17897
34207453;2014;0;0;2015;Mette Storgaard Høffner;18897385;mne11058
34215324;2012;1;1;2014;AKTIV REVISION SILKEBORG REGISTRERET REVISIONSANPARTSSELSKAB;14788107;mne7504
34218587;2014;1;1;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne16630
34220190;2013;0;0;2014;EKL REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30175859;mne16839
34229759;2014/15;0;0;2015;OLE VESTERGAARD, STATSAUTORISERET REVISIONSAKTIESELSKAB;31501741;mne27785
34253501;2012/13;0;0;2014;Edelbo og Lund-Larsen Statsautoriseret Revisionspartnerselskab;32327249;mne29381
34354278;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne32084
34358621;2013;0;0;2014;REVISIONSKONTORET JYTTE AAGESEN REGISTRERET REVISIONSAKTIESELSKAB;26670330;mne943
34386447;2013;1;8;2014;A P MØLLER;72707710;mne6436
34411913;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne21337
34445885;2014;0;0;2015;Mentor TM registreret revisionsinteressentskab;27477933;mne7878
34448639;2014;0;0;2015;MPB Consult v/Mathias Peder Attermann Brinch;30956400;mne369
34451923;2013/14;0;0;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne2913
34454183;2012;0;0;2014;WOIREMOSE & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;25735560;mne11637
34459738;2012;0;0;2014;Finn Erik Rasmussen;54472455;mne17356
34460027;2014;0;0;2015;JL REVISORER REGISTRERET REVISIONSANPARTSSELSKAB;31332699;mne35390
34473161;2012/13;0;0;2014;MADS BØDKER;14662138;mne2460
34473382;2014/15;0;0;2015;HANNE OG ERLING LUND ApS;35143114;mne727
34476489;2012;1;4;2014;GURRE REGISTRERET REVISIONSANPARTSSELSKAB;28670311;mne4288
34477884;2012;1;2;2014;GURRE REGISTRERET REVISIONSANPARTSSELSKAB;28670311;mne4288
34478872;2014;0;0;2015;MAZARS DENMARK STATSAUTORISERET REVISIONSPARTNERSELSKAB;31061741;mne34126
34479569;2012;1;2;2014;Revisoren.nu v/Charlotte V. Bjerre;25151674;mne12578
34480087;2012;0;0;2014;REVISION- OG REGNSKABSKONTORET ApSREGISTREREDE REVISORER;28902867;mne28607
34488274;2012/13;0;0;2014;INTENSION REGISTRERET REVISIONSAKTIESELSKAB;26632315;mne35789
34488673;2012;1;2;2014;GURRE REGISTRERET REVISIONSANPARTSSELSKAB;28670311;mne4288
34489173;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne29497
34489939;2014;0;0;2015;Frank Bergmann Hansen;F1773;mne9385
34491348;2013/14;0;0;2015;JAN KRISTENSEN, REGISTRERET REVISIONSANPARTSSELSKAB;35383646;mne8461
34574111;2013/14;1;4;2014;NU-REVI STATSAUTORISERET REVISOR ApS;29839328;mne24841
34577269;2013/14;0;0;2014;MADS BØDKER;14662138;mne2460
34578494;2013/14;0;0;2014;HOLE REVISION REGISTRERET REVISIONSANPARTSSELSKAB;30709470;mne12390
34579458;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne18185
34581142;2013;1;9;2014;Aime Perret-Gentil ApS;15881240;mne3306
34586306;2013;0;0;2014;AAGE MAAGENSEN STATSAUTORISERET REVISIONSAKTIESELSKAB;12901038;mne30218
34600538;2012;0;0;2014;DANSK REVISION FREDERIKSSUND REGISTRERET REVISIONSANPARTSSELSKAB;86141019;mne2537
34602743;2013;0;0;2014;KLOSTER REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30926536;mne15969
34603618;2013/14;0;0;2015;RKHOLM STATSAUTORISERET REVISIONSPARTNERSELSKAB;35042520;mne26731
34604630;2014;0;0;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne11630
34608474;2013;0;0;2014;Michael Fræmohs;47808650;mne387
34608628;2014;0;0;2015;Sønderjysk Landboforening;47437113;mne3153
